name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 32963 b,124,0.7 Jupiters,7.6,2015
HD 330075 b,148,0.48 Jupiters,9.36,2004
HD 331093 b,164,1.5 Jupiters,8.38,2021
HD 33142 b,396,1.385 Jupiters,7.96,2011
HD 33142 c,396,5.97 Jupiters,7.96,2018
HD 332231 b,263,0.244 Jupiters,8.558,2020
HD 3167 b,154,5.02 Earths,8.97,2016
HD 3167 c,154,9.8 Earths,8.97,2016
HD 3167 d,154,6.9 Earths,8.97,2017
HD 32518 b,398,3.04 Jupiters,6.43005,2009
HD 32963 b,124,0.7 Jupiters,7.6,2015
HD 330075 b,148,0.48 Jupiters,9.36,2004
HD 331093 b,164,1.5 Jupiters,8.38,2021
HD 33142 b,396,1.385 Jupiters,7.96,2011
HD 33142 c,396,5.97 Jupiters,7.96,2018
HD 332231 b,263,0.244 Jupiters,8.558,2020
HD 3167 b,154,5.02 Earths,8.97,2016
HD 3167 c,154,9.8 Earths,8.97,2016
HD 3167 d,154,6.9 Earths,8.97,2017
HD 32518 b,398,3.04 Jupiters,6.43005,2009
HD 32963 b,124,0.7 Jupiters,7.6,2015
HD 330075 b,148,0.48 Jupiters,9.36,2004
HD 331093 b,164,1.5 Jupiters,8.38,2021
HD 33142 b,396,1.385 Jupiters,7.96,2011
HD 33142 c,396,5.97 Jupiters,7.96,2018
HD 332231 b,263,0.244 Jupiters,8.558,2020
HD 3167 b,154,5.02 Earths,8.97,2016
HD 3167 c,154,9.8 Earths,8.97,2016
HD 3167 d,154,6.9 Earths,8.97,2017
HD 32518 b,398,3.04 Jupiters,6.43005,2009
HD 32963 b,124,0.7 Jupiters,7.6,2015
HD 330075 b,148,0.48 Jupiters,9.36,2004
HD 331093 b,164,1.5 Jupiters,8.38,2021
HD 33142 b,396,1.385 Jupiters,7.96,2011
HD 33142 c,396,5.97 Jupiters,7.96,2018
HD 332231 b,263,0.244 Jupiters,8.558,2020
HD 33283 b,293,0.329 Jupiters,8.05,2006
HD 33564 b,68,9.1 Jupiters,5.10111,2005
HD 33844 b,345,2.01 Jupiters,7.29,2015
HD 33844 c,345,1.75 Jupiters,7.29,2015
HD 34445 b,150,0.82 Jupiters,7.31,2009
HD 34445 c,150,0.168 Jupiters,7.31,2017
HD 34445 d,150,30.7 Earths,7.31,2017
HD 34445 e,150,16.8 Earths,7.31,2017
HD 34445 f,150,37.9 Earths,7.31,2017
HD 34445 g,150,0.38 Jupiters,7.31,2017
HD 35759 b,232,3.76 Jupiters,7.74,2016
HD 360 b,364,0.75 Jupiters,5.986,2021
HD 3651 b,36,0.228 Jupiters,5.88437,2003
HD 37124 b,103,0.675 Jupiters,7.68,2002
HD 37124 c,103,0.652 Jupiters,7.68,2002
HD 37124 d,103,0.696 Jupiters,7.68,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 3765 b,58,0.173 Jupiters,7.36,2021
HD 38283 b,124,0.4 Jupiters,6.69,2010
HD 38529 b,138,0.797 Jupiters,5.92848,2000
HD 38529 c,138,12.99 Jupiters,5.92848,2000
HD 38801 b,298,9.698 Jupiters,8.26,2009
HD 39091 b,60,12.9 Jupiters,5.65,2001
HD 39194 b,86,4 Earths,8.09,2021
HD 39194 c,86,6.3 Earths,8.09,2021
HD 39194 d,86,4 Earths,8.09,2021
HD 39855 b,76,8.5 Earths,7.51,2019
HD 40307 b,42,4 Earths,7.17,2009
HD 40307 c,42,6.6 Earths,7.17,2009
HD 40307 d,42,9.5 Earths,7.17,2009
HD 40307 f,42,5.2 Earths,7.17,2013
HD 40307 g,42,7.1 Earths,7.17,2013
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.56 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
HD 47366 c,275,1.88 Jupiters,6.11151,2016
HD 47536 b,400,7.32 Jupiters,5.25,2002
HD 4760 b,1755,13.9 Jupiters,7.51,2021
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 4917 b,666,1.615 Jupiters,8.03,2018
HD 49674 b,140,31.783 Earths,8.1,2002
HD 50499 b,151,1.636 Jupiters,7.21,2005
HD 50499 c,151,2.93 Jupiters,7.21,2019
HD 50554 b,102,4.954 Jupiters,6.8561,2002
HD 51608 b,114,12.77 Earths,8.17,2019
HD 51608 c,114,14.31 Earths,8.17,2019
HD 52265 b,98,1.21 Jupiters,6.29351,2000
HD 5278 b,188,7.8 Earths,7.94,2021
HD 5278 c,188,18.4 Earths,7.94,2021
HD 5319 b,396,1.556 Jupiters,8.05,2007
HD 5319 c,396,1.053 Jupiters,8.05,2014
HD 55696 b,254,3.87 Jupiters,7.95,2018
HD 5583 b,715,5.78 Jupiters,7.604,2016
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 564 b,167,0.33 Jupiters,8.32,2014
HD 5891 b,925,7.63 Jupiters,8.09,2011
HD 59686 A b,291,6.92 Jupiters,5.44299,2016
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 5891 b,925,7.63 Jupiters,8.09,2011
HD 59686 A b,291,6.92 Jupiters,5.44299,2016
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 5891 b,925,7.63 Jupiters,8.09,2011
HD 59686 A b,291,6.92 Jupiters,5.44299,2016
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 63935 b,160,10.8 Earths,8.58,2021
HD 63935 c,160,11.1 Earths,8.58,2021
HD 64114 b,103,17.8 Earths,7.71,2019
HD 64121 b,424,2.56 Jupiters,7.43,2022
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,167,1.68 Jupiters,8.45,2009
HD 68402 b,256,3.07 Jupiters,9.11,2016
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 68988 c,198,15 Jupiters,8.2,2021
HD 69123 b,245,3.04 Jupiters,5.77,2022
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 79181 b,337,0.64 Jupiters,5.72,2021
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86081 b,339,1.48 Jupiters,8.73,2006
HD 86226 b,149,0.45 Jupiters,7.93,2009
HD 86226 c,149,7.25 Earths,7.93,2020
HD 86264 b,221,7 Jupiters,7.41,2009
HD 8673 b,124,14.2 Jupiters,6.331,2009
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 87646 b,240,12.4 Jupiters,8.07,2016
HD 87883 b,60,1.54 Jupiters,7.56,2009
HD 88133 b,240,1.02 Jupiters,8.01852,2004
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89345 b,432,34.9613 Earths,9.38,2018
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92788 c,113,3.67 Jupiters,7.31637,2019
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 93083 b,93,0.37 Jupiters,8.3,2005
HD 93385 b,141,4.2 Earths,7.49,2021
HD 93385 c,141,7.1 Earths,7.49,2021
HD 93385 d,141,8.7 Earths,7.49,2021
HD 9446 b,164,0.7 Jupiters,8.35,2009
HD 9446 c,164,1.82 Jupiters,8.35,2009
HD 94834 b,320,1.26 Jupiters,7.6,2018
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95089 c,447,3.45 Jupiters,7.92,2018
HD 95127 b,2207,10.63 Jupiters,8.15,2015
HD 95338 b,121,0.13353 Jupiters,8.62,2020
HD 95544 b,286,6.84 Jupiters,8.39,2021
HD 95735 c,19,18.05265 Earths,7.49,2021
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96127 b,1917,20.96 Jupiters,7.40521,2011
HD 96167 b,278,0.717 Jupiters,8.09,2009
HD 96700 b,83,8.9 Earths,6.51,2021
HD 96700 c,83,3.5 Earths,6.51,2021
HD 96700 d,83,12.7 Earths,6.51,2021
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 97048 b,600,2.5 Jupiters,8.44,2019
HD 97658 b,70,8.3 Earths,7.76,2010
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99283 b,362,0.97 Jupiters,5.72916,2021
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 b,478,1.23 Jupiters,7.65,2011
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 109600 b,216,2.68 Jupiters,9.18,2016
HIP 114933 b,332,1.94 Jupiters,7.25,2021
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 14810 b,165,3.9 Jupiters,8.520001,2005
HIP 14810 c,165,1.31 Jupiters,8.520001,2006
HIP 14810 d,165,0.59 Jupiters,8.520001,2009
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 34222 b,74,0.83 Jupiters,10.14,2021
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.75,2020
HIP 38594 c,58,0.15228 Jupiters,9.75,2020
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 41378 c,347,7.08 Earths,8.93,2016
HIP 41378 d,347,14.9 Earths,8.93,2016
HIP 41378 e,347,26 Earths,8.93,2016
HIP 41378 f,347,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,10.06,2020
HIP 48714 b,34,22.9 Earths,8.99,2020
HIP 5158 b,168,1.42 Jupiters,10.16,2009
HIP 5158 c,168,15.04 Jupiters,10.16,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 56640 b,399,3.67 Jupiters,7.94,2021
HIP 57274 b,84,6.3566 Earths,8.97,2011
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 57274 d,84,0.5267 Jupiters,8.97,2011
HIP 5763 b,104,0.51 Jupiters,9.82,2021
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65891 b,490,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 67851 b,209,1.38 Jupiters,6.17,2015
HIP 67851 c,209,6.3 Jupiters,6.17,2015
HIP 90988 b,307,1.96 Jupiters,7.75,2021
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HIP 97166 b,215,20 Earths,9.92,2021
HIP 97166 c,215,9.9 Earths,9.92,2021
HIP 97233 b,334,20 Jupiters,7.34,2014
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006
HR 2562 b,111,30 Jupiters,6.11,2016
HR 5183 b,103,3.23 Jupiters,6.33432,2019
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 858 c,104,4.42 Earths,6.38,2019
HR 858 d,104,5.32 Earths,6.38,2019
HR 8799 b,135,7 Jupiters,5.98,2008
HR 8799 c,135,10 Jupiters,5.98,2008
HR 8799 d,135,10 Jupiters,5.98,2008
HR 8799 e,135,10 Jupiters,5.98,2010
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011
HW Virginis b,560,14.48228 Jupiters,10.5,2012
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,21.8 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,3.86 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
